Order_ID,Order_Date,Ship_Date,Ship_Mode_ID,Customer_ID,Postal_Code
CA-2016-149678,2016-04-13 00:00:00,2016-04-15 00:00:00,1,AW-10840,87401.0
US-2016-164357,2016-11-25 00:00:00,2016-11-29 00:00:00,2,SF-20065,28403.0
US-2017-146570,2017-05-15 00:00:00,2017-05-20 00:00:00,2,SN-20710,39212.0
CA-2018-124401,2018-09-07 00:00:00,2018-09-12 00:00:00,2,RD-19900,97206.0
US-2015-140116,2015-03-10 00:00:00,2015-03-17 00:00:00,2,KT-16480,80219.0
CA-2015-123295,2015-07-18 00:00:00,2015-07-18 00:00:00,4,AH-10120,85705.0
CA-2018-167101,2018-03-24 00:00:00,2018-03-28 00:00:00,1,BM-11650,10009.0
US-2015-167633,2015-09-30 00:00:00,2015-10-05 00:00:00,2,BW-11200,33437.0
US-2015-152723,2015-09-26 00:00:00,2015-09-26 00:00:00,4,HG-14965,75150.0
CA-2016-164882,2016-10-31 00:00:00,2016-10-31 00:00:00,4,SG-20080,92374.0
CA-2016-159786,2016-10-12 00:00:00,2016-10-17 00:00:00,1,RK-19300,14609.0
CA-2017-130267,2017-09-19 00:00:00,2017-09-23 00:00:00,2,SW-20245,95207.0
CA-2018-155460,2018-04-13 00:00:00,2018-04-15 00:00:00,3,RW-19630,98105.0
US-2018-168690,2018-01-07 00:00:00,2018-01-13 00:00:00,2,TS-21085,32174.0
CA-2018-158246,2018-11-09 00:00:00,2018-11-11 00:00:00,3,JB-15400,94086.0
CA-2018-167381,2018-09-22 00:00:00,2018-09-24 00:00:00,1,EH-14005,48911.0
CA-2018-144862,2018-12-01 00:00:00,2018-12-05 00:00:00,2,EH-14005,19143.0
CA-2015-126032,2015-06-23 00:00:00,2015-06-28 00:00:00,2,BS-11665,19143.0
CA-2016-134859,2016-10-04 00:00:00,2016-10-09 00:00:00,2,JK-16120,19134.0
US-2015-114188,2015-05-20 00:00:00,2015-05-22 00:00:00,1,RF-19345,3820.0
CA-2016-156524,2016-11-20 00:00:00,2016-11-26 00:00:00,2,DL-12865,10011.0
CA-2016-122210,2016-11-30 00:00:00,2016-12-04 00:00:00,2,WB-21850,19134.0
CA-2016-156377,2016-12-31 00:00:00,2017-01-05 00:00:00,2,TB-21625,75051.0
US-2018-157896,2018-11-16 00:00:00,2018-11-16 00:00:00,4,CB-12415,10009.0
CA-2015-159520,2015-06-06 00:00:00,2015-06-11 00:00:00,2,GT-14635,11561.0
CA-2017-155481,2017-09-01 00:00:00,2017-09-05 00:00:00,2,DK-13225,19140.0
US-2017-152051,2017-06-25 00:00:00,2017-06-29 00:00:00,2,TS-21160,17403.0
CA-2015-141607,2015-12-12 00:00:00,2015-12-17 00:00:00,2,WB-21850,94521.0
CA-2018-102771,2018-03-31 00:00:00,2018-04-05 00:00:00,2,DO-13435,10035.0
US-2018-139969,2018-11-19 00:00:00,2018-11-26 00:00:00,2,AF-10870,77840.0
CA-2015-167360,2015-11-24 00:00:00,2015-11-29 00:00:00,1,RB-19435,63116.0
CA-2016-123505,2016-11-22 00:00:00,2016-11-26 00:00:00,2,AR-10540,2169.0
CA-2017-117282,2017-07-14 00:00:00,2017-07-18 00:00:00,2,DR-12880,10009.0
US-2017-120460,2017-04-30 00:00:00,2017-05-05 00:00:00,2,BF-11170,75081.0
CA-2017-111115,2017-07-25 00:00:00,2017-07-27 00:00:00,1,LB-16735,90032.0
CA-2015-124646,2015-06-22 00:00:00,2015-06-24 00:00:00,3,DV-13465,55407.0
CA-2018-148166,2018-10-21 00:00:00,2018-10-26 00:00:00,2,NK-18490,32725.0
CA-2017-159737,2017-09-03 00:00:00,2017-09-09 00:00:00,2,CS-11950,60610.0
CA-2017-141019,2017-05-14 00:00:00,2017-05-14 00:00:00,4,LH-17155,45231.0
CA-2017-101938,2017-01-07 00:00:00,2017-01-12 00:00:00,2,DW-13480,94601.0
CA-2018-166296,2018-03-13 00:00:00,2018-03-19 00:00:00,2,KF-16285,95336.0
CA-2017-154018,2017-10-13 00:00:00,2017-10-19 00:00:00,2,HA-14920,78041.0
CA-2018-117870,2018-01-27 00:00:00,2018-01-30 00:00:00,1,JH-15820,44240.0
US-2018-137491,2018-11-19 00:00:00,2018-11-25 00:00:00,2,LC-16930,76903.0
CA-2015-152296,2015-08-01 00:00:00,2015-08-03 00:00:00,3,IL-15100,94122.0
CA-2017-112025,2017-07-30 00:00:00,2017-08-04 00:00:00,2,LS-16975,77070.0
CA-2016-132507,2016-07-30 00:00:00,2016-08-03 00:00:00,1,CC-12610,77041.0
CA-2017-125738,2017-10-15 00:00:00,2017-10-21 00:00:00,2,PB-18805,84106.0
CA-2017-128818,2017-05-07 00:00:00,2017-05-11 00:00:00,2,CJ-12010,10009.0
CA-2018-124576,2018-08-01 00:00:00,2018-08-04 00:00:00,1,HK-14890,93905.0
CA-2017-101378,2017-07-14 00:00:00,2017-07-14 00:00:00,4,RH-19600,35810.0
CA-2018-143063,2018-08-10 00:00:00,2018-08-15 00:00:00,2,IL-15100,47201.0
CA-2017-118913,2017-06-25 00:00:00,2017-06-29 00:00:00,2,AS-10240,90049.0
CA-2017-128412,2017-12-10 00:00:00,2017-12-17 00:00:00,2,AP-10915,98105.0
CA-2017-136483,2017-12-01 00:00:00,2017-12-06 00:00:00,2,AG-10390,37918.0
CA-2015-163013,2015-11-28 00:00:00,2015-12-04 00:00:00,2,BF-11080,36116.0
CA-2016-135363,2016-03-28 00:00:00,2016-04-02 00:00:00,2,CK-12205,19120.0
US-2015-165659,2015-06-01 00:00:00,2015-06-06 00:00:00,2,LT-17110,72209.0
CA-2016-138002,2016-09-06 00:00:00,2016-09-12 00:00:00,2,BT-11305,98103.0
CA-2016-128860,2016-06-29 00:00:00,2016-07-05 00:00:00,2,SC-20725,17602.0
CA-2017-164350,2017-09-10 00:00:00,2017-09-12 00:00:00,1,CG-12040,37620.0
US-2015-103905,2015-07-14 00:00:00,2015-07-20 00:00:00,2,AW-10930,60505.0
CA-2016-129854,2016-08-22 00:00:00,2016-08-26 00:00:00,2,RB-19705,10009.0
CA-2015-125556,2015-11-14 00:00:00,2015-11-16 00:00:00,1,ML-17410,6824.0
CA-2017-162313,2017-11-27 00:00:00,2017-11-30 00:00:00,3,VB-21745,48146.0
CA-2018-107874,2018-11-21 00:00:00,2018-11-25 00:00:00,2,SW-20275,10035.0
CA-2018-129378,2018-10-01 00:00:00,2018-10-02 00:00:00,3,NS-18505,95123.0
CA-2015-151953,2015-09-20 00:00:00,2015-09-25 00:00:00,2,DB-13555,32216.0
CA-2018-130841,2018-07-28 00:00:00,2018-08-01 00:00:00,2,MH-17620,94110.0
CA-2016-131884,2016-12-06 00:00:00,2016-12-06 00:00:00,4,DK-13375,43302.0
CA-2018-121909,2018-07-31 00:00:00,2018-08-05 00:00:00,2,EA-14035,19134.0
CA-2017-106383,2017-03-19 00:00:00,2017-03-21 00:00:00,1,BT-11440,80122.0
CA-2018-130771,2018-07-29 00:00:00,2018-08-03 00:00:00,2,LA-16780,78745.0
CA-2017-139157,2017-10-01 00:00:00,2017-10-05 00:00:00,2,GM-14680,10024.0
CA-2015-128055,2015-03-31 00:00:00,2015-04-05 00:00:00,2,AA-10315,94122.0
CA-2018-157091,2018-06-26 00:00:00,2018-07-01 00:00:00,2,DB-13405,46350.0
CA-2018-132122,2018-07-09 00:00:00,2018-07-14 00:00:00,2,JH-15820,60610.0
CA-2016-123232,2016-12-14 00:00:00,2016-12-16 00:00:00,1,DJ-13630,97206.0
CA-2016-145849,2016-09-15 00:00:00,2016-09-17 00:00:00,1,CT-11995,46203.0
CA-2017-122322,2017-07-15 00:00:00,2017-07-21 00:00:00,2,RH-19510,84604.0
CA-2018-166849,2018-04-20 00:00:00,2018-04-26 00:00:00,2,SJ-20125,60610.0
CA-2017-146633,2017-11-15 00:00:00,2017-11-17 00:00:00,1,TG-21310,90049.0
US-2017-126893,2017-11-26 00:00:00,2017-12-01 00:00:00,2,CT-11995,19134.0
CA-2018-103380,2018-11-21 00:00:00,2018-11-25 00:00:00,2,BF-11005,91104.0
CA-2016-116092,2016-02-15 00:00:00,2016-02-18 00:00:00,1,JM-16195,90004.0
CA-2017-117849,2017-04-15 00:00:00,2017-04-17 00:00:00,1,JK-16120,92105.0
CA-2016-169201,2016-09-28 00:00:00,2016-10-01 00:00:00,3,HG-14965,94110.0
CA-2017-164091,2017-09-17 00:00:00,2017-09-22 00:00:00,2,LA-16780,4401.0
CA-2018-105214,2018-06-16 00:00:00,2018-06-19 00:00:00,3,TS-21610,94122.0
CA-2016-117611,2016-11-08 00:00:00,2016-11-10 00:00:00,1,MZ-17335,92024.0
US-2016-137960,2016-12-18 00:00:00,2016-12-18 00:00:00,4,MW-18220,10035.0
CA-2018-122994,2018-02-06 00:00:00,2018-02-09 00:00:00,3,MV-17485,22204.0
CA-2017-131065,2017-11-14 00:00:00,2017-11-16 00:00:00,1,AA-10375,30318.0
CA-2018-149146,2018-10-12 00:00:00,2018-10-12 00:00:00,4,SM-20320,28110.0
CA-2018-137470,2018-09-17 00:00:00,2018-09-17 00:00:00,4,TP-21415,98115.0
CA-2018-105480,2018-12-20 00:00:00,2018-12-26 00:00:00,2,DK-13225,14609.0
CA-2018-164917,2018-12-02 00:00:00,2018-12-07 00:00:00,2,MK-17905,33180.0
CA-2016-102036,2016-09-21 00:00:00,2016-09-27 00:00:00,2,CS-12130,98105.0
CA-2016-142944,2016-03-06 00:00:00,2016-03-11 00:00:00,2,JL-15850,94122.0
CA-2015-157882,2015-10-03 00:00:00,2015-10-08 00:00:00,1,AR-10405,90036.0
CA-2015-104283,2015-06-27 00:00:00,2015-07-01 00:00:00,2,LM-17065,38671.0
CA-2018-142622,2018-10-30 00:00:00,2018-11-02 00:00:00,3,JK-15625,98115.0
CA-2017-132143,2017-09-03 00:00:00,2017-09-05 00:00:00,3,FM-14215,6457.0
CA-2016-153108,2016-03-05 00:00:00,2016-03-09 00:00:00,2,SF-20200,47362.0
CA-2017-112676,2017-05-05 00:00:00,2017-05-08 00:00:00,3,PJ-18835,37130.0
CA-2018-165687,2018-11-17 00:00:00,2018-11-23 00:00:00,2,CS-12355,24153.0
US-2018-112928,2018-06-01 00:00:00,2018-06-05 00:00:00,1,BB-10990,43615.0
CA-2018-143343,2018-06-10 00:00:00,2018-06-13 00:00:00,3,BW-11200,90032.0
CA-2018-115154,2018-01-08 00:00:00,2018-01-11 00:00:00,3,RS-19420,98115.0
CA-2016-149342,2016-04-20 00:00:00,2016-04-25 00:00:00,2,TS-21160,31907.0
CA-2016-130995,2016-11-01 00:00:00,2016-11-06 00:00:00,2,QJ-19255,10009.0
CA-2018-127929,2018-12-23 00:00:00,2018-12-27 00:00:00,2,FM-14215,6457.0
CA-2016-113145,2016-11-01 00:00:00,2016-11-05 00:00:00,2,VD-21670,10011.0
CA-2015-162362,2015-11-14 00:00:00,2015-11-18 00:00:00,2,JL-15505,48640.0
CA-2017-106558,2017-01-17 00:00:00,2017-01-21 00:00:00,2,DL-13495,31907.0
CA-2018-157931,2018-09-17 00:00:00,2018-09-22 00:00:00,1,MO-17800,30076.0
CA-2017-115574,2017-12-23 00:00:00,2017-12-24 00:00:00,3,BP-11185,60623.0
CA-2016-160794,2016-08-06 00:00:00,2016-08-08 00:00:00,3,MS-17980,77041.0
CA-2018-116225,2018-11-05 00:00:00,2018-11-09 00:00:00,2,SV-20935,10009.0
US-2018-120418,2018-06-11 00:00:00,2018-06-12 00:00:00,3,BC-11125,85345.0
CA-2018-122035,2018-07-20 00:00:00,2018-07-25 00:00:00,2,EM-13825,57103.0
CA-2016-117828,2016-12-23 00:00:00,2016-12-26 00:00:00,3,BD-11500,23223.0
CA-2018-165491,2018-03-20 00:00:00,2018-03-24 00:00:00,2,HW-14935,98115.0
CA-2016-109470,2016-12-31 00:00:00,2017-01-03 00:00:00,1,KC-16255,42420.0
CA-2016-105102,2016-09-15 00:00:00,2016-09-19 00:00:00,1,BM-11575,10035.0
CA-2018-138422,2018-09-23 00:00:00,2018-09-26 00:00:00,3,KN-16705,80525.0
US-2016-147739,2016-12-25 00:00:00,2016-12-29 00:00:00,2,JD-16150,19140.0
CA-2017-155187,2017-09-24 00:00:00,2017-09-26 00:00:00,1,LA-16780,90004.0
CA-2018-169285,2018-03-21 00:00:00,2018-03-25 00:00:00,2,RW-19690,47905.0
CA-2015-140886,2015-09-30 00:00:00,2015-10-04 00:00:00,2,KW-16570,37042.0
CA-2018-152695,2018-12-10 00:00:00,2018-12-10 00:00:00,4,CC-12220,6824.0
CA-2015-110639,2015-08-23 00:00:00,2015-08-23 00:00:00,4,RH-19495,10009.0
CA-2015-121727,2015-08-19 00:00:00,2015-08-24 00:00:00,2,JK-15625,43229.0
CA-2017-137736,2017-11-10 00:00:00,2017-11-15 00:00:00,2,DC-13285,31088.0
US-2015-143231,2015-12-31 00:00:00,2016-01-03 00:00:00,3,GM-14455,2038.0
US-2015-155894,2015-07-26 00:00:00,2015-07-30 00:00:00,1,CL-11890,60623.0
CA-2017-119025,2017-02-22 00:00:00,2017-02-28 00:00:00,2,PV-18985,53209.0
CA-2017-159373,2017-03-13 00:00:00,2017-03-18 00:00:00,2,LT-17110,78207.0
CA-2018-109701,2018-12-02 00:00:00,2018-12-03 00:00:00,4,AM-10360,90032.0
CA-2016-111514,2016-08-31 00:00:00,2016-09-02 00:00:00,3,SC-20260,94122.0
US-2015-148838,2015-03-17 00:00:00,2015-03-21 00:00:00,2,CP-12340,10024.0
CA-2018-136497,2018-04-16 00:00:00,2018-04-20 00:00:00,2,RF-19840,43229.0
US-2017-108637,2017-03-13 00:00:00,2017-03-18 00:00:00,2,AB-10060,22980.0
CA-2015-102295,2015-11-24 00:00:00,2015-11-26 00:00:00,1,EH-13990,95823.0
CA-2018-123659,2018-02-10 00:00:00,2018-02-13 00:00:00,3,MN-17935,20735.0
US-2017-129469,2017-09-23 00:00:00,2017-09-27 00:00:00,2,KL-16555,45014.0
CA-2018-155152,2018-07-07 00:00:00,2018-07-09 00:00:00,1,MP-17965,2886.0
CA-2017-159940,2017-07-07 00:00:00,2017-07-11 00:00:00,1,BF-11020,60505.0
CA-2018-119669,2018-01-24 00:00:00,2018-01-30 00:00:00,2,TP-21130,30080.0
US-2015-164616,2015-08-19 00:00:00,2015-08-21 00:00:00,1,MS-17770,43229.0
CA-2016-148628,2016-12-06 00:00:00,2016-12-11 00:00:00,2,KM-16375,91360.0
CA-2017-118052,2017-05-06 00:00:00,2017-05-10 00:00:00,2,BE-11455,44052.0
US-2018-117534,2018-03-25 00:00:00,2018-03-26 00:00:00,3,CV-12295,93727.0
CA-2016-145065,2016-12-12 00:00:00,2016-12-15 00:00:00,3,DK-13375,92105.0
US-2016-127040,2016-12-06 00:00:00,2016-12-10 00:00:00,2,SG-20605,10009.0
CA-2017-128111,2017-03-17 00:00:00,2017-03-23 00:00:00,2,CS-12355,2148.0
CA-2016-137897,2016-11-14 00:00:00,2016-11-19 00:00:00,2,PJ-18835,10035.0
CA-2018-169264,2018-08-14 00:00:00,2018-08-16 00:00:00,1,NP-18700,94109.0
CA-2018-147361,2018-09-09 00:00:00,2018-09-15 00:00:00,2,SB-20290,29501.0
CA-2018-145877,2018-04-01 00:00:00,2018-04-04 00:00:00,1,AS-10090,65807.0
US-2017-110170,2017-09-27 00:00:00,2017-10-03 00:00:00,2,HM-14860,77340.0
CA-2018-108574,2018-10-07 00:00:00,2018-10-11 00:00:00,2,MG-18145,90045.0
CA-2018-144589,2018-01-20 00:00:00,2018-01-25 00:00:00,2,TM-21010,94122.0
CA-2018-155985,2018-03-23 00:00:00,2018-03-25 00:00:00,3,BE-11335,94122.0
CA-2015-162684,2015-08-01 00:00:00,2015-08-06 00:00:00,2,AS-10630,19120.0
CA-2016-142041,2016-06-07 00:00:00,2016-06-09 00:00:00,1,EM-13810,90036.0
CA-2015-151295,2015-11-12 00:00:00,2015-11-16 00:00:00,2,JA-15970,90045.0
CA-2017-156300,2017-12-29 00:00:00,2018-01-02 00:00:00,2,TB-21595,53209.0
CA-2016-146087,2016-07-06 00:00:00,2016-07-11 00:00:00,2,PP-18955,1040.0
CA-2018-168655,2018-10-12 00:00:00,2018-10-18 00:00:00,2,ML-18040,87105.0
CA-2017-107202,2017-05-21 00:00:00,2017-05-28 00:00:00,2,LC-16930,89431.0
CA-2018-159597,2018-11-09 00:00:00,2018-11-14 00:00:00,2,MC-17590,92236.0
CA-2017-155551,2017-04-18 00:00:00,2017-04-23 00:00:00,2,CR-12580,60126.0
US-2018-147669,2018-12-25 00:00:00,2018-12-30 00:00:00,2,SV-20935,45014.0
CA-2017-169922,2017-06-11 00:00:00,2017-06-17 00:00:00,2,MZ-17515,76017.0
CA-2018-100748,2018-05-13 00:00:00,2018-05-20 00:00:00,2,RB-19795,94110.0
CA-2018-129805,2018-12-28 00:00:00,2019-01-02 00:00:00,2,HM-14860,98103.0
CA-2015-148586,2015-03-25 00:00:00,2015-04-01 00:00:00,2,AZ-10750,10009.0
US-2018-112613,2018-05-28 00:00:00,2018-06-01 00:00:00,2,JH-15910,77070.0
CA-2016-154746,2016-11-14 00:00:00,2016-11-17 00:00:00,3,PJ-18835,22153.0
CA-2018-140053,2018-07-03 00:00:00,2018-07-10 00:00:00,2,CA-12265,87401.0
CA-2015-164210,2015-11-18 00:00:00,2015-11-20 00:00:00,1,PW-19240,80027.0
CA-2018-139948,2018-07-17 00:00:00,2018-07-22 00:00:00,2,SW-20455,33614.0
CA-2017-146934,2017-05-22 00:00:00,2017-05-27 00:00:00,2,AF-10870,7055.0
CA-2016-100573,2016-09-25 00:00:00,2016-10-01 00:00:00,2,AM-10705,90004.0
CA-2017-119165,2017-10-31 00:00:00,2017-11-06 00:00:00,2,BD-11320,19143.0
CA-2016-128027,2016-09-14 00:00:00,2016-09-17 00:00:00,1,CM-12385,29406.0
CA-2017-140207,2017-11-05 00:00:00,2017-11-10 00:00:00,2,CS-12400,95123.0
CA-2018-140949,2018-03-17 00:00:00,2018-03-22 00:00:00,1,DB-13405,10011.0
CA-2018-138548,2018-08-15 00:00:00,2018-08-21 00:00:00,2,JG-15160,7060.0
CA-2016-142419,2016-07-11 00:00:00,2016-07-13 00:00:00,1,SC-20380,98115.0
CA-2018-148691,2018-12-03 00:00:00,2018-12-09 00:00:00,2,CS-12460,10009.0
CA-2018-128755,2018-05-04 00:00:00,2018-05-08 00:00:00,2,MK-18160,23602.0
US-2017-135923,2017-01-22 00:00:00,2017-01-28 00:00:00,2,CM-11935,28314.0
CA-2017-114972,2017-11-03 00:00:00,2017-11-06 00:00:00,3,PF-19225,90032.0
CA-2018-102750,2018-09-04 00:00:00,2018-09-08 00:00:00,1,GM-14695,90036.0
CA-2015-145212,2015-09-13 00:00:00,2015-09-19 00:00:00,2,DC-12850,10011.0
CA-2018-141992,2018-06-19 00:00:00,2018-06-25 00:00:00,2,FO-14305,75220.0
CA-2018-147956,2018-12-24 00:00:00,2018-12-31 00:00:00,2,AH-10210,98105.0
CA-2018-126067,2018-08-28 00:00:00,2018-09-03 00:00:00,2,KN-16705,98105.0
CA-2016-104514,2016-01-02 00:00:00,2016-01-04 00:00:00,1,CB-12535,19711.0
CA-2016-141040,2016-10-09 00:00:00,2016-10-13 00:00:00,1,TB-21250,10024.0
CA-2015-113579,2015-12-13 00:00:00,2015-12-15 00:00:00,1,KD-16345,90049.0
CA-2015-144624,2015-11-19 00:00:00,2015-11-23 00:00:00,2,JM-15865,14701.0
CA-2017-146206,2017-09-10 00:00:00,2017-09-14 00:00:00,1,KT-16480,77095.0
CA-2015-136644,2015-06-16 00:00:00,2015-06-22 00:00:00,2,SC-20575,46544.0
CA-2016-122371,2016-09-26 00:00:00,2016-10-01 00:00:00,2,BS-11800,92037.0
CA-2017-126935,2017-05-19 00:00:00,2017-05-24 00:00:00,2,BT-11395,94109.0
US-2018-133781,2018-06-22 00:00:00,2018-06-23 00:00:00,3,DC-12850,33178.0
CA-2018-131618,2018-06-17 00:00:00,2018-06-20 00:00:00,3,LS-17200,60076.0
CA-2017-149482,2017-11-14 00:00:00,2017-11-19 00:00:00,2,RR-19315,94110.0
CA-2015-143917,2015-07-25 00:00:00,2015-07-27 00:00:00,1,KL-16645,94122.0
CA-2016-120397,2016-07-02 00:00:00,2016-07-02 00:00:00,4,RB-19435,77070.0
CA-2018-163902,2018-03-02 00:00:00,2018-03-08 00:00:00,2,MY-17380,90045.0
CA-2017-136812,2017-11-18 00:00:00,2017-11-23 00:00:00,2,AW-10930,73120.0
CA-2016-102722,2016-04-18 00:00:00,2016-04-19 00:00:00,3,KW-16570,71203.0
CA-2018-155089,2018-12-02 00:00:00,2018-12-06 00:00:00,2,DB-12910,33614.0
CA-2017-124506,2017-11-11 00:00:00,2017-11-17 00:00:00,2,BB-11545,60623.0
CA-2015-106572,2015-09-05 00:00:00,2015-09-10 00:00:00,2,NP-18700,43402.0
CA-2015-128888,2015-11-15 00:00:00,2015-11-22 00:00:00,2,PB-19105,77095.0
CA-2018-123134,2018-05-02 00:00:00,2018-05-07 00:00:00,2,DW-13585,7090.0
CA-2017-124352,2017-10-15 00:00:00,2017-10-21 00:00:00,2,CD-12790,73120.0
CA-2016-124541,2016-04-06 00:00:00,2016-04-10 00:00:00,2,TT-21220,77041.0
CA-2015-108707,2015-10-24 00:00:00,2015-10-29 00:00:00,2,DB-12910,33311.0
CA-2015-111500,2015-08-17 00:00:00,2015-08-21 00:00:00,2,DJ-13510,72209.0
US-2018-117723,2018-08-15 00:00:00,2018-08-18 00:00:00,1,DL-13495,19120.0
CA-2016-143238,2016-09-06 00:00:00,2016-09-08 00:00:00,3,LO-17170,92253.0
CA-2016-168746,2016-01-27 00:00:00,2016-01-29 00:00:00,1,SV-20365,44105.0
CA-2016-113404,2016-07-16 00:00:00,2016-07-16 00:00:00,4,EM-13810,94122.0
CA-2017-144792,2017-04-30 00:00:00,2017-05-04 00:00:00,2,KD-16615,85254.0
CA-2015-164385,2015-09-26 00:00:00,2015-10-01 00:00:00,1,NB-18580,19134.0
US-2017-114174,2017-09-08 00:00:00,2017-09-14 00:00:00,2,AP-10720,2148.0
CA-2018-108070,2018-04-16 00:00:00,2018-04-20 00:00:00,2,JE-15745,95123.0
US-2016-128090,2016-08-16 00:00:00,2016-08-22 00:00:00,2,JM-15865,85023.0
CA-2018-101042,2018-11-19 00:00:00,2018-11-23 00:00:00,2,AB-10105,42420.0
CA-2017-155439,2017-09-14 00:00:00,2017-09-18 00:00:00,2,PN-18775,29203.0
CA-2017-118626,2017-08-15 00:00:00,2017-08-20 00:00:00,2,JC-15775,32303.0
CA-2016-111458,2016-09-26 00:00:00,2016-09-30 00:00:00,2,PF-19165,10035.0
US-2017-126844,2017-10-08 00:00:00,2017-10-14 00:00:00,2,BW-11110,77070.0
US-2016-112508,2016-03-24 00:00:00,2016-03-30 00:00:00,2,BP-11185,33065.0
CA-2016-147788,2016-05-31 00:00:00,2016-06-04 00:00:00,2,TM-21010,84057.0
CA-2016-144288,2016-12-25 00:00:00,2016-12-31 00:00:00,2,MB-17305,37211.0
CA-2016-110632,2016-03-17 00:00:00,2016-03-22 00:00:00,1,HR-14830,10009.0
CA-2018-109589,2018-12-21 00:00:00,2018-12-24 00:00:00,3,BD-11635,42104.0
CA-2018-123967,2018-11-01 00:00:00,2018-11-03 00:00:00,1,SF-20200,98226.0
CA-2018-148929,2018-09-07 00:00:00,2018-09-11 00:00:00,2,SP-20620,10011.0
CA-2018-134404,2018-12-27 00:00:00,2018-12-27 00:00:00,4,DR-12880,43055.0
CA-2018-109778,2018-07-16 00:00:00,2018-07-21 00:00:00,2,VM-21685,60098.0
CA-2017-155845,2017-08-12 00:00:00,2017-08-15 00:00:00,1,CM-12235,75007.0
CA-2018-145128,2018-07-09 00:00:00,2018-07-14 00:00:00,2,SM-20320,47905.0
CA-2015-129091,2015-11-22 00:00:00,2015-11-27 00:00:00,2,RA-19885,31907.0
US-2015-155502,2015-01-26 00:00:00,2015-01-31 00:00:00,2,SD-20485,22304.0
CA-2016-121041,2016-11-03 00:00:00,2016-11-10 00:00:00,2,CS-12250,76117.0
CA-2018-131695,2018-06-30 00:00:00,2018-07-06 00:00:00,2,RA-19285,10024.0
CA-2017-137729,2017-05-05 00:00:00,2017-05-09 00:00:00,2,BF-11005,90004.0
US-2017-115455,2017-09-08 00:00:00,2017-09-14 00:00:00,2,SE-20110,60090.0
CA-2018-128300,2018-11-24 00:00:00,2018-11-26 00:00:00,1,RS-19765,29483.0
CA-2018-149048,2018-05-13 00:00:00,2018-05-17 00:00:00,2,BM-11650,47201.0
CA-2018-108553,2018-04-23 00:00:00,2018-04-29 00:00:00,2,SK-19990,10024.0
CA-2017-165848,2017-06-04 00:00:00,2017-06-04 00:00:00,4,EN-13780,10035.0
CA-2015-112718,2015-12-16 00:00:00,2015-12-21 00:00:00,2,KN-16450,32216.0
CA-2017-154053,2017-03-04 00:00:00,2017-03-10 00:00:00,2,MG-17890,92024.0
CA-2015-127446,2015-11-25 00:00:00,2015-11-30 00:00:00,2,MC-17590,76017.0
CA-2017-137204,2017-04-28 00:00:00,2017-05-05 00:00:00,2,BO-11350,90045.0
CA-2015-147298,2015-04-26 00:00:00,2015-05-03 00:00:00,2,AG-10300,90049.0
CA-2018-147942,2018-04-01 00:00:00,2018-04-05 00:00:00,2,MS-17365,94110.0
CA-2018-115931,2018-12-22 00:00:00,2018-12-26 00:00:00,2,JM-15655,88220.0
CA-2015-164861,2015-12-03 00:00:00,2015-12-06 00:00:00,1,MC-17635,63116.0
CA-2018-127180,2018-10-22 00:00:00,2018-10-24 00:00:00,3,TA-21385,10024.0
US-2018-165344,2018-11-13 00:00:00,2018-11-15 00:00:00,3,SB-20290,45503.0
CA-2016-168186,2016-09-10 00:00:00,2016-09-15 00:00:00,2,AB-10150,74133.0
US-2018-110604,2018-05-15 00:00:00,2018-05-20 00:00:00,2,JF-15295,98103.0
CA-2016-116750,2016-07-05 00:00:00,2016-07-10 00:00:00,1,BF-10975,28314.0
CA-2016-162369,2016-08-15 00:00:00,2016-08-19 00:00:00,2,TT-21265,90045.0
CA-2018-108441,2018-06-12 00:00:00,2018-06-18 00:00:00,2,SB-20170,10035.0
CA-2016-169740,2016-02-20 00:00:00,2016-02-25 00:00:00,2,LM-17065,71901.0
CA-2017-124051,2017-12-29 00:00:00,2017-12-30 00:00:00,3,KA-16525,60505.0
CA-2017-149111,2017-04-17 00:00:00,2017-04-21 00:00:00,1,BF-11170,27604.0
CA-2015-131002,2015-09-07 00:00:00,2015-09-12 00:00:00,1,TB-21400,74133.0
US-2017-146794,2017-09-26 00:00:00,2017-10-01 00:00:00,2,SH-19975,92345.0
CA-2018-112515,2018-09-17 00:00:00,2018-09-21 00:00:00,1,AS-10225,84604.0
CA-2017-150343,2017-08-16 00:00:00,2017-08-20 00:00:00,2,PK-19075,94110.0
CA-2016-135538,2016-12-24 00:00:00,2016-12-28 00:00:00,2,HR-14830,85234.0
CA-2018-123372,2018-11-28 00:00:00,2018-12-02 00:00:00,2,DG-13300,10035.0
CA-2018-159604,2018-04-14 00:00:00,2018-04-15 00:00:00,3,CL-12700,65807.0
CA-2017-164784,2017-05-01 00:00:00,2017-05-04 00:00:00,3,HF-14995,38109.0
CA-2017-111794,2017-10-01 00:00:00,2017-10-01 00:00:00,4,HG-15025,79109.0
US-2016-139759,2016-08-25 00:00:00,2016-08-30 00:00:00,2,NL-18310,90045.0
CA-2015-126403,2015-09-09 00:00:00,2015-09-12 00:00:00,1,RR-19525,1852.0
CA-2018-136875,2018-12-03 00:00:00,2018-12-03 00:00:00,4,TC-21295,92024.0
CA-2018-132185,2018-11-27 00:00:00,2018-12-02 00:00:00,2,DB-13615,28806.0
