Order_Detail_ID,Order_ID,Product_ID,Sales
1349,CA-2015-118339,OFF-BI-10001758,53.4
1350,CA-2015-118339,OFF-BI-10000136,35.88
1351,CA-2015-153976,FUR-CH-10002880,258.279
1352,CA-2017-162901,OFF-ST-10000649,31.4
1353,CA-2018-162978,TEC-PH-10003092,183.96
1354,CA-2018-162978,OFF-PA-10002250,17.61
1355,CA-2018-162978,FUR-TA-10003473,300.904
1356,US-2015-160444,OFF-ST-10001522,220.776
1357,US-2015-160444,OFF-ST-10000563,281.424
1358,CA-2017-145247,OFF-PA-10003641,79.14
1359,CA-2018-160045,FUR-FU-10000010,1.988
1360,US-2015-151925,FUR-CH-10002961,145.568
1361,CA-2018-125199,OFF-AR-10002956,123.256
1362,CA-2018-125199,OFF-PA-10004041,23.68
1363,CA-2018-125199,TEC-PH-10001336,309.576
1364,US-2018-155425,OFF-BI-10001036,38.388
1365,US-2018-155425,TEC-MA-10003183,95.994
1366,US-2018-155425,TEC-AC-10001314,239.952
1367,US-2018-155425,TEC-PH-10002563,201.584
1368,US-2018-155425,FUR-CH-10003312,899.136
1369,CA-2018-133249,FUR-FU-10001588,145.9
1370,US-2016-103471,FUR-BO-10002613,590.058
1371,US-2016-103471,OFF-AR-10003405,14.04
1372,CA-2018-136672,TEC-AC-10004510,49.08
1373,US-2015-157021,OFF-LA-10002312,29.6
1374,US-2015-157021,OFF-BI-10000042,17.088
1375,CA-2016-120362,FUR-TA-10003008,912.75
1376,CA-2015-126361,OFF-AP-10003590,1089.75
1377,CA-2015-126361,OFF-PA-10000806,447.84
1378,CA-2015-126361,OFF-AR-10000896,16.4
1379,CA-2015-126361,TEC-PH-10002310,399.96
1380,CA-2015-126361,OFF-ST-10002289,158.9
1381,CA-2015-126361,OFF-BI-10002852,13.184
1382,US-2017-100566,FUR-FU-10003394,83.952
1383,US-2017-108504,OFF-ST-10002344,80.98
1384,US-2017-108504,OFF-PA-10001289,348.84
1385,US-2017-108504,OFF-FA-10000053,9.45
1386,US-2017-108504,FUR-FU-10004091,18.84
1387,US-2017-108504,FUR-BO-10004015,239.98
1388,US-2017-108504,OFF-EN-10003001,167.96
1389,US-2017-108504,TEC-PH-10000215,104.85
1390,US-2017-108504,TEC-PH-10003645,484.83
1391,US-2017-108504,OFF-PA-10000357,122.97
1392,US-2017-108504,OFF-ST-10004804,154.44
1393,US-2017-108504,OFF-PA-10003892,342.37
1394,CA-2018-124828,OFF-AR-10003514,9.552
1395,US-2018-117247,FUR-TA-10002958,652.45
1396,US-2018-117247,FUR-TA-10001676,66.645
1397,CA-2017-124485,OFF-BI-10000822,17.216
1398,CA-2017-124485,OFF-PA-10004971,11.56
1399,CA-2017-124485,TEC-AC-10002323,88.4
1400,CA-2017-124485,OFF-PA-10004888,6.48
1401,CA-2017-159212,TEC-PH-10003988,21.8
1402,CA-2017-159212,OFF-EN-10002230,251.79
1403,US-2017-161396,FUR-TA-10002622,205.176
1404,US-2017-161396,OFF-PA-10000418,419.4
1405,US-2015-118486,OFF-SU-10004498,10.304
1406,US-2015-118486,FUR-TA-10001039,154.764
1407,US-2015-118486,TEC-AC-10004659,116.784
1408,CA-2017-130407,OFF-AR-10002240,75.48
1409,CA-2017-130407,FUR-FU-10001967,39.98
1410,US-2017-122245,FUR-TA-10002356,393.165
1411,CA-2018-105144,OFF-LA-10003923,23.68
1412,CA-2017-136329,FUR-CH-10002335,408.006
1413,CA-2017-136329,FUR-FU-10000723,165.28
1414,CA-2015-146640,OFF-BI-10002867,334.768
1415,CA-2018-115994,TEC-AC-10000580,239.97
1416,CA-2018-115994,FUR-FU-10003976,37.74
1417,CA-2016-126697,TEC-PH-10002922,946.344
1418,CA-2016-126697,TEC-AC-10004353,151.2
1419,CA-2016-126697,FUR-FU-10001706,4.928
1420,CA-2016-124800,OFF-PA-10000501,86.272
1421,CA-2016-124800,OFF-BI-10000778,72.588
1422,CA-2016-124800,OFF-AP-10004980,60.672
1423,CA-2016-124800,OFF-BI-10003984,77.031
1424,CA-2016-124800,OFF-ST-10000798,119.904
1425,CA-2016-124800,TEC-PH-10001750,263.96
1426,CA-2016-124800,OFF-ST-10002743,363.648
1427,US-2016-164448,OFF-BI-10002949,9.728
1428,US-2016-164448,OFF-EN-10002600,14.75
1429,US-2016-164448,OFF-BI-10003708,29.8
1430,US-2016-164448,OFF-LA-10003510,427.42
1431,CA-2018-122700,TEC-PH-10003092,220.752
1432,CA-2015-120768,OFF-BI-10001191,152.76
1433,CA-2015-120768,OFF-SU-10004115,7.27
1434,CA-2015-120768,FUR-CH-10000513,1819.86
1435,US-2017-153129,OFF-PA-10003673,33.9
1436,CA-2018-106852,OFF-PA-10001639,31.104
1437,CA-2018-106852,OFF-AR-10003829,5.248
1438,CA-2016-139731,TEC-AC-10004975,263.88
1439,CA-2016-139731,FUR-CH-10002024,2453.43
1440,CA-2018-122735,OFF-BI-10004364,29.7
1441,CA-2018-122735,OFF-PA-10001712,39.96
1442,CA-2018-128160,OFF-BI-10001510,36.672
1443,CA-2018-117695,OFF-PA-10002713,13.76
1444,CA-2016-166135,OFF-ST-10002974,139.424
1445,CA-2017-133725,TEC-PH-10004165,1979.928
1446,CA-2018-102337,OFF-ST-10004804,164.736
1447,CA-2018-102337,FUR-CH-10004289,470.302
1448,CA-2018-102337,TEC-PH-10002564,47.984
1449,US-2015-112564,OFF-BI-10004876,2.502
1450,CA-2016-145821,TEC-PH-10004348,88.752
1451,US-2016-160150,OFF-BI-10004352,2.025
1452,CA-2017-133711,OFF-PA-10001685,70.98
1453,CA-2017-133711,OFF-BI-10000666,91.68
1454,CA-2017-133711,OFF-BI-10004352,33.75
1455,CA-2017-133711,TEC-MA-10000010,3040.0
1456,CA-2018-148474,OFF-BI-10000977,91.2
1457,CA-2018-148474,FUR-TA-10002530,452.94
1458,CA-2016-111297,OFF-BI-10002412,52.2
1459,CA-2017-123722,OFF-LA-10001569,15.936
1460,CA-2015-155271,FUR-FU-10001473,27.46
1461,CA-2016-119907,OFF-BI-10001765,55.424
1462,US-2017-128902,FUR-TA-10001095,244.006
1463,CA-2017-152289,TEC-AC-10004571,159.984
1464,CA-2017-152289,FUR-CH-10002126,1024.716
1465,US-2017-104794,OFF-FA-10001754,3.68
1466,CA-2015-151708,FUR-FU-10001602,121.376
1467,CA-2015-151708,TEC-AC-10001767,95.976
1468,CA-2016-100769,TEC-AC-10002402,255.968
1469,CA-2018-139199,FUR-CH-10000847,872.94
1470,CA-2018-139199,OFF-BI-10003982,41.54
1471,CA-2018-139199,OFF-PA-10001293,12.96
1472,US-2016-161466,OFF-AR-10000634,6.848
1473,CA-2018-164959,OFF-LA-10004272,8.67
1474,US-2016-105676,FUR-FU-10004270,6.688
1475,CA-2017-113138,OFF-AR-10003770,17.28
1476,CA-2017-113138,OFF-BI-10000320,17.712
1477,US-2018-104955,OFF-LA-10003121,28.91
1478,CA-2017-121958,OFF-SU-10000381,52.136
1479,CA-2018-121468,TEC-PH-10000376,31.968
1480,US-2017-108455,OFF-PA-10002262,25.92
1481,US-2017-108455,OFF-PA-10002464,40.46
1482,US-2017-108455,OFF-ST-10002214,33.87
1483,CA-2018-101210,OFF-AR-10003560,9.728
1484,CA-2018-101210,OFF-PA-10000130,3.424
1485,US-2017-108098,TEC-AC-10000865,177.0
1486,CA-2015-119032,OFF-FA-10003021,3.76
1487,CA-2016-140410,TEC-PH-10003580,1212.848
1488,CA-2016-140410,TEC-AC-10001109,89.97
1489,CA-2016-140410,FUR-FU-10003347,42.6
1490,CA-2015-136280,OFF-LA-10000452,5.04
1491,CA-2018-151911,OFF-EN-10002986,62.96
1492,CA-2018-166436,OFF-PA-10001838,5.88
1493,CA-2018-166436,FUR-CH-10000785,977.292
1494,CA-2018-139661,FUR-FU-10002885,9.64
1495,CA-2015-123925,OFF-AR-10002952,40.05
1496,CA-2018-152485,OFF-AR-10003759,10.192
1497,CA-2018-152485,OFF-ST-10004950,16.784
1498,CA-2018-152485,OFF-AR-10001940,13.12
1499,CA-2017-141586,OFF-BI-10003981,18.16
1500,CA-2018-130386,OFF-PA-10002749,16.056
1501,CA-2018-130386,OFF-PA-10003823,223.056
1502,CA-2018-130386,OFF-ST-10003716,540.048
1503,CA-2017-100468,TEC-PH-10001300,33.52
1504,CA-2017-100468,FUR-FU-10000010,9.94
1505,CA-2016-153388,OFF-AR-10001868,6.72
1506,CA-2016-153388,FUR-TA-10003715,1004.976
1507,CA-2018-154935,OFF-BI-10003708,17.88
1508,CA-2017-134208,TEC-MA-10004458,396.0
1509,CA-2018-108294,OFF-BI-10004965,34.5
1510,CA-2018-103611,FUR-FU-10004270,8.36
1511,CA-2018-100384,OFF-AR-10002135,385.6
1512,CA-2018-100384,OFF-AR-10003514,35.82
1513,CA-2018-112809,OFF-ST-10002276,200.064
1514,CA-2018-112809,OFF-BI-10001098,21.38
1515,CA-2018-112809,OFF-BI-10001636,6.744
1516,US-2018-160759,FUR-CH-10002961,63.686
1517,CA-2018-148446,FUR-TA-10004256,1669.6
1518,CA-2015-111059,OFF-BI-10004593,83.84
1519,CA-2015-111059,OFF-BI-10002827,13.272
1520,CA-2018-116204,OFF-BI-10001759,21.336
1521,CA-2018-109946,OFF-AR-10001419,16.52
1522,CA-2016-144806,FUR-FU-10002253,206.112
1523,CA-2016-144806,OFF-PA-10002586,19.92
1524,CA-2016-144806,OFF-PA-10003039,198.272
1525,CA-2016-144806,OFF-ST-10004804,247.104
1526,CA-2016-144806,OFF-AR-10004042,86.304
1527,CA-2017-122392,OFF-AR-10002221,4.16
1528,CA-2017-122392,FUR-FU-10002456,11.648
1529,CA-2016-148432,OFF-FA-10004968,26.18
1530,CA-2016-148432,OFF-PA-10001274,7.3
1531,CA-2016-103793,OFF-PA-10001125,74.352
1532,CA-2018-159884,OFF-ST-10000344,10.744
1533,CA-2018-159884,OFF-FA-10000585,8.376
1534,CA-2017-139885,OFF-ST-10003324,212.88
1535,CA-2018-124086,FUR-BO-10004015,203.983
1536,CA-2017-112389,OFF-ST-10000419,40.74
1537,CA-2017-112389,OFF-AP-10001626,11.67
1538,CA-2018-121888,TEC-PH-10000439,39.99
1539,CA-2018-121888,OFF-AR-10003478,16.28
1540,CA-2018-121888,FUR-BO-10002545,782.94
1541,CA-2018-121888,OFF-BI-10001765,242.48
1542,CA-2015-166884,FUR-FU-10003981,8.32
1543,CA-2015-166884,OFF-FA-10001561,10.464
1544,CA-2015-107181,OFF-BI-10004230,82.896
1545,CA-2015-107181,OFF-PA-10000350,34.24
1546,CA-2015-150245,FUR-BO-10002613,1573.488
1547,CA-2016-111395,OFF-PA-10000994,335.52
1548,CA-2016-111395,OFF-BI-10002867,23.912
1549,CA-2016-111395,OFF-ST-10001291,27.056
1550,CA-2015-134278,TEC-CO-10001046,559.992
1551,US-2018-124926,OFF-AP-10004868,9.324
1552,CA-2017-159345,OFF-PA-10000806,111.96
1553,CA-2015-130274,OFF-LA-10002195,21.56
1554,CA-2018-158386,OFF-BI-10003719,124.75
1555,CA-2016-111507,OFF-AR-10001315,5.28
1556,CA-2018-120761,TEC-AC-10000171,91.96
1557,CA-2017-109176,OFF-EN-10003134,9.344
1558,CA-2017-109176,OFF-AR-10001955,79.36
1559,CA-2016-112116,FUR-TA-10001039,171.96
1560,CA-2017-126809,OFF-BI-10003712,35.352
1561,CA-2015-105172,OFF-LA-10001641,18.9
1562,CA-2018-107293,OFF-AR-10003732,2.78
1563,US-2018-102890,FUR-TA-10000577,1044.63
1564,CA-2016-158554,OFF-PA-10004000,11.352
1565,CA-2015-116239,OFF-ST-10001370,354.9
1566,CA-2016-132101,TEC-PH-10004539,453.576
1567,CA-2016-129112,TEC-AC-10003038,21.48
1568,CA-2016-129112,OFF-BI-10000088,8.784
1569,US-2018-152002,OFF-PA-10000357,122.97
1570,CA-2018-165029,OFF-AR-10003504,12.84
1571,US-2015-157385,FUR-CH-10000863,603.92
1572,US-2015-157385,OFF-EN-10003160,21.84
1573,US-2015-157385,TEC-AC-10003280,29.99
1574,US-2015-157385,FUR-CH-10000595,381.44
1575,CA-2015-101602,TEC-PH-10000169,40.68
1576,CA-2015-101602,FUR-CH-10004675,763.28
1577,CA-2017-109057,OFF-ST-10002406,23.952
1578,CA-2017-154403,OFF-PA-10001526,4.98
1579,CA-2017-102456,OFF-AP-10004336,170.88
1580,CA-2016-131338,TEC-PH-10003012,307.98
1581,CA-2016-131338,FUR-TA-10002607,382.806
1582,CA-2016-131338,OFF-ST-10000642,41.96
1583,CA-2016-131338,OFF-BI-10000545,1217.568
1584,CA-2016-131338,FUR-FU-10002157,47.04
1585,CA-2016-131338,FUR-FU-10001706,6.16
1586,CA-2016-131338,TEC-PH-10000984,979.95
1587,CA-2016-131338,OFF-PA-10001357,143.7
1588,CA-2016-131338,OFF-FA-10000992,10.65
1589,CA-2016-131338,TEC-AC-10002600,247.8
1590,CA-2017-109911,OFF-AR-10001662,10.96
1591,US-2017-132423,OFF-AR-10001221,33.488
1592,US-2017-132423,OFF-FA-10002988,8.04
1593,CA-2016-122826,TEC-PH-10004830,201.568
1594,CA-2015-117317,OFF-PA-10004519,13.44
1595,CA-2016-118423,FUR-BO-10000362,359.058
1596,CA-2018-149181,FUR-CH-10004540,47.992
1597,CA-2018-132234,FUR-FU-10001290,547.3
1598,CA-2018-158876,OFF-PA-10000308,16.896
1599,CA-2018-158876,OFF-SU-10001165,6.672
1600,CA-2018-158876,OFF-AR-10003373,99.136
1601,CA-2018-158876,FUR-FU-10001967,15.992
1602,CA-2017-164672,FUR-FU-10001488,211.96
1603,US-2017-132857,OFF-AR-10003251,6.672
1604,CA-2018-116645,OFF-AR-10001044,155.94
1605,US-2017-115819,TEC-PH-10004700,39.96
1606,US-2017-115819,OFF-AR-10000823,5.46
1607,US-2017-115819,OFF-AR-10004456,73.2
1608,US-2017-115819,OFF-BI-10000050,5.84
1609,US-2017-115819,OFF-PA-10002377,22.72
1610,US-2017-115819,OFF-BI-10000591,9.336
1611,CA-2015-156349,FUR-BO-10000362,290.666
1612,CA-2015-156349,TEC-PH-10000441,201.584
1613,CA-2015-156349,TEC-PH-10002726,83.984
1614,CA-2018-138380,OFF-ST-10003306,1000.02
1615,US-2017-113509,TEC-AC-10004855,83.976
1616,CA-2016-130022,OFF-LA-10002787,3.75
1617,CA-2016-130022,OFF-LA-10002043,41.4
1618,CA-2016-130022,OFF-AR-10001915,29.79
1619,US-2017-118780,OFF-ST-10000352,59.48
1620,US-2017-118780,OFF-PA-10000575,6.69
1621,CA-2018-108560,FUR-FU-10002937,198.46
1622,CA-2018-108560,OFF-LA-10003930,786.48
1623,CA-2018-108560,OFF-BI-10001107,23.168
1624,CA-2018-108560,TEC-AC-10003063,50.0
1625,CA-2016-157084,TEC-PH-10002922,675.96
1626,CA-2016-157084,TEC-AC-10002049,1265.85
1627,CA-2016-164539,OFF-AP-10002457,523.25
1628,CA-2016-143119,FUR-CH-10001270,517.5
1629,CA-2018-101049,FUR-FU-10004415,17.92
1630,CA-2018-101049,OFF-BI-10001510,41.256
1631,CA-2017-106530,OFF-ST-10002011,1006.056
1632,CA-2017-106530,OFF-PA-10002986,10.688
1633,CA-2017-106530,OFF-PA-10004451,10.368
1634,CA-2017-106530,OFF-ST-10000649,25.12
1635,CA-2017-106530,TEC-AC-10001465,58.112
1636,CA-2015-168984,OFF-PA-10001166,15.552
1637,CA-2015-168984,OFF-ST-10001097,669.08
1638,CA-2015-168984,TEC-PH-10000038,438.336
1639,CA-2017-157266,OFF-PA-10002689,19.44
1640,CA-2017-157266,OFF-BI-10004728,9.64
1641,CA-2017-157266,OFF-PA-10004675,12.7
1642,CA-2017-157266,FUR-FU-10000629,41.37
1643,US-2015-134712,OFF-FA-10003112,12.624
1644,CA-2016-111829,OFF-ST-10000142,1247.64
1645,CA-2016-111829,TEC-CO-10001766,3149.93
1646,CA-2016-111829,OFF-PA-10004359,209.7
1647,CA-2016-105221,TEC-AC-10002323,35.36
1648,CA-2016-105221,OFF-FA-10001135,3.168
1649,CA-2016-120341,OFF-BI-10004224,121.104
1650,CA-2016-120341,TEC-PH-10003357,45.894
1651,CA-2015-135699,OFF-PA-10004475,109.92
1652,CA-2015-135699,OFF-PA-10003001,13.36
1653,US-2018-132444,OFF-ST-10003442,169.68
1654,US-2018-132444,TEC-AC-10003832,132.52
1655,US-2018-132444,OFF-FA-10000611,2.96
1656,US-2018-132444,OFF-BI-10001116,8.448
1657,US-2018-132444,OFF-ST-10000563,95.94
1658,CA-2015-127159,FUR-FU-10000010,34.79
1659,CA-2018-161809,TEC-PH-10004922,160.776
1660,CA-2018-127285,OFF-BI-10004330,88.752
1661,CA-2018-127285,OFF-BI-10002072,13.904
1662,CA-2018-144526,TEC-PH-10002549,677.58
1663,CA-2018-144526,OFF-BI-10002353,13.896
1664,CA-2017-128531,OFF-ST-10001325,41.92
1665,CA-2017-128531,TEC-AC-10002049,297.576
1666,CA-2017-128531,OFF-FA-10002676,4.344
1667,CA-2017-128531,TEC-AC-10003023,94.992
1668,CA-2017-128531,OFF-PA-10000167,74.352
1669,CA-2017-128531,OFF-AR-10003405,14.04
1670,US-2016-157154,FUR-TA-10001889,1018.104
1671,CA-2018-159457,TEC-PH-10002185,16.68
1672,CA-2017-107615,TEC-AC-10001013,58.58
1673,CA-2018-111647,TEC-PH-10002726,167.968
1674,CA-2016-150560,OFF-LA-10003930,196.62
1675,CA-2016-143077,FUR-FU-10003535,21.936
1676,CA-2016-143077,OFF-BI-10000088,6.588
1677,CA-2017-122728,OFF-ST-10000604,104.28
1678,CA-2017-122728,OFF-PA-10004040,17.94
1679,CA-2015-122882,OFF-ST-10002344,64.784
1680,CA-2015-122882,TEC-PH-10003589,32.382
1681,CA-2015-122882,FUR-FU-10000758,42.368
1682,CA-2015-122882,TEC-MA-10004679,399.54
1683,US-2017-101497,OFF-PA-10000176,18.97
1684,CA-2017-147585,FUR-FU-10002597,14.82
1685,CA-2018-149489,OFF-AP-10002495,99.28
1686,CA-2018-149489,OFF-BI-10002813,1.188
1687,CA-2018-149489,OFF-BI-10002414,7.518
1688,CA-2018-143798,OFF-PA-10000788,10.368
1689,CA-2018-143798,FUR-FU-10004306,310.88
1690,CA-2015-142839,FUR-TA-10001539,853.092
1691,CA-2018-129833,OFF-PA-10000575,33.45
1692,CA-2018-129833,OFF-BI-10004182,10.4
1693,US-2017-154361,FUR-FU-10004020,21.88
1694,US-2017-158708,TEC-AC-10003133,13.616
1695,CA-2016-156335,TEC-AC-10002006,63.96
1696,CA-2016-156335,OFF-BI-10003314,14.46
1697,CA-2016-156335,TEC-PH-10002726,104.98
1698,CA-2016-148376,OFF-AP-10000240,106.96
1699,CA-2016-148376,OFF-LA-10002381,21.56
1700,CA-2015-135657,FUR-TA-10004086,515.88
1701,CA-2016-114069,OFF-BI-10000320,11.808
1702,CA-2016-114069,FUR-CH-10000595,1931.04
1703,CA-2016-114069,OFF-PA-10000349,9.96
1704,CA-2015-139857,OFF-FA-10001843,12.35
1705,CA-2017-106306,OFF-BI-10003676,9.702
1706,CA-2016-100545,OFF-BI-10003638,11.61
1707,CA-2018-123491,OFF-LA-10003077,43.86
1708,CA-2018-123491,TEC-PH-10003505,148.48
1709,CA-2018-123491,OFF-PA-10003424,7.42
1710,CA-2018-123491,FUR-CH-10003061,71.992
1711,CA-2018-123491,OFF-AR-10003514,19.9
1712,CA-2018-123491,OFF-AP-10002684,1702.12
1713,CA-2016-145401,OFF-PA-10004405,14.304
1714,US-2018-124968,FUR-TA-10004289,765.625
1715,CA-2018-104003,FUR-BO-10003965,307.666
1716,CA-2017-154788,OFF-BI-10003314,7.712
1717,CA-2017-169943,OFF-AP-10001563,242.9
1718,CA-2017-169943,OFF-ST-10004123,454.9
1719,CA-2017-169943,FUR-FU-10002088,35.92
1720,CA-2017-169943,FUR-FU-10000010,39.76
1721,CA-2017-169943,OFF-BI-10002824,47.744
1722,US-2016-123218,TEC-PH-10001061,159.984
1723,US-2016-123218,TEC-AC-10000736,255.968
1724,US-2016-123218,FUR-BO-10003966,359.058
1725,CA-2016-127453,OFF-AP-10000828,434.352
1726,CA-2016-127453,OFF-AP-10002906,3.552
1727,CA-2016-127453,OFF-AP-10003860,88.832
1728,US-2018-164056,FUR-TA-10001307,1048.35
1729,CA-2017-106894,TEC-AC-10003063,100.0
1730,CA-2017-106894,OFF-LA-10001045,7.83
1731,CA-2015-125136,OFF-PA-10001457,96.256
1732,CA-2015-125136,OFF-PA-10001804,10.688
1733,US-2017-131149,OFF-ST-10000689,338.04
1734,US-2017-131149,OFF-AR-10002135,154.24
1735,CA-2018-101483,OFF-AP-10002082,34.848
1736,CA-2018-101483,TEC-PH-10003442,22.0
1737,CA-2018-101483,OFF-AR-10002833,4.368
1738,CA-2016-130204,OFF-ST-10001325,31.44
1739,CA-2016-130204,TEC-AC-10003038,17.9
1740,CA-2016-130204,TEC-AC-10003590,129.45
1741,CA-2015-110527,OFF-LA-10000262,20.88
1742,CA-2018-152807,OFF-PA-10004355,20.736
1743,CA-2018-152807,FUR-FU-10004415,7.168
1744,CA-2018-152807,OFF-ST-10002486,11.168
1745,CA-2018-152807,TEC-AC-10001142,442.4
1746,CA-2015-133270,OFF-AR-10002656,13.36
1747,CA-2017-155670,OFF-BI-10000138,11.232
1748,CA-2017-155670,OFF-PA-10004947,10.272
1749,US-2015-157406,OFF-PA-10003543,10.368
1750,US-2015-157406,OFF-AR-10002221,6.24
1751,CA-2016-139094,FUR-TA-10004607,206.962
1752,CA-2018-168837,FUR-FU-10001918,9.46
1753,CA-2018-116715,OFF-ST-10004340,559.62
1754,CA-2018-116715,OFF-PA-10004475,109.92
1755,CA-2018-116715,OFF-PA-10003893,8.56
1756,CA-2016-135622,OFF-PA-10000100,360.712
1757,CA-2016-135622,TEC-PH-10001817,1718.4
1758,US-2016-107349,OFF-BI-10001765,41.568
1759,CA-2015-139017,TEC-AC-10001013,46.864
1760,CA-2015-141817,OFF-AR-10003478,19.536
1761,CA-2016-130785,FUR-BO-10000330,411.332
1762,CA-2016-130785,OFF-BI-10001900,28.752
1763,CA-2016-130785,FUR-BO-10003159,293.199
1764,CA-2017-110254,OFF-SU-10002573,35.06
1765,CA-2017-110254,OFF-LA-10004484,4.13
1766,CA-2017-110254,FUR-FU-10001591,109.8
1767,CA-2017-110254,OFF-LA-10002034,9.82
1768,US-2015-158057,OFF-BI-10004410,7.644
1769,US-2015-158057,OFF-BI-10002735,51.465
1770,CA-2018-146024,OFF-SU-10001935,6.976
1771,CA-2018-146024,OFF-BI-10003291,12.222
1772,CA-2017-129686,OFF-ST-10004337,97.984
1773,CA-2017-129686,TEC-AC-10001266,62.4
1774,CA-2015-118976,OFF-BI-10001628,20.86
1775,CA-2015-118976,OFF-ST-10000877,497.61
1776,CA-2015-118976,OFF-AR-10004752,5.34
1777,CA-2015-118976,OFF-LA-10000452,3.15
1778,CA-2016-105347,OFF-PA-10000675,368.91
1779,CA-2016-105347,OFF-AR-10003045,14.7
1780,CA-2017-124667,TEC-AC-10003447,59.97
1781,CA-2017-124667,OFF-ST-10002276,83.36
1782,CA-2016-111094,OFF-PA-10001609,6.58
1783,CA-2016-111094,OFF-BI-10001597,122.94
1784,CA-2018-166317,OFF-PA-10004475,219.84
1785,CA-2018-166317,TEC-AC-10004510,98.16
1786,CA-2018-166317,OFF-BI-10002976,33.04
1787,CA-2018-166317,TEC-PH-10001615,86.97
1788,CA-2016-154326,TEC-PH-10001819,134.97
1789,CA-2016-154326,TEC-PH-10000560,699.98
1790,CA-2016-154326,TEC-AC-10004568,139.95
1791,CA-2015-102008,OFF-PA-10004092,48.94
1792,CA-2015-120474,FUR-CH-10001854,2807.84
1793,CA-2015-120474,OFF-AR-10000475,46.64
1794,CA-2015-104773,OFF-ST-10000777,60.416
1795,CA-2017-140774,OFF-AR-10004022,107.94
1796,US-2018-139465,OFF-ST-10002352,63.84
1797,US-2018-139465,TEC-PH-10000455,347.97
1798,US-2018-139465,OFF-BI-10003910,37.008
1799,CA-2017-100965,FUR-FU-10003039,215.65
1800,CA-2017-121034,OFF-FA-10000585,11.168
1801,CA-2017-121034,OFF-PA-10001994,53.952
1802,CA-2017-149461,FUR-FU-10004270,4.18
1803,CA-2018-158379,OFF-BI-10002498,5.607
1804,CA-2018-158379,OFF-SU-10002881,4663.736
1805,CA-2018-158379,TEC-AC-10002926,79.984
1806,US-2017-116729,TEC-PH-10002200,2575.944
1807,US-2017-116729,OFF-PA-10002005,45.36
1808,US-2017-116729,TEC-AC-10001465,254.24
1809,CA-2017-164938,TEC-PH-10004897,69.93
1810,CA-2017-165484,FUR-FU-10001196,16.156
1811,CA-2017-165484,OFF-PA-10000595,54.816
1812,CA-2015-132612,FUR-TA-10004534,1441.3
1813,US-2018-161193,FUR-FU-10001861,77.6
1814,US-2018-161193,FUR-FU-10000206,4.656
1815,CA-2016-131597,FUR-TA-10002607,170.136
1816,CA-2016-164833,OFF-LA-10000443,7.38
1817,CA-2016-164833,OFF-AR-10004685,9.26
1818,CA-2016-125423,OFF-LA-10001771,9.96
1819,US-2015-130379,OFF-AP-10001394,75.6
1820,US-2015-130379,FUR-FU-10002553,29.32
1821,CA-2017-168956,OFF-AP-10004233,92.064
1822,CA-2017-168956,OFF-FA-10000304,6.976
1823,CA-2017-168956,FUR-CH-10004754,62.958
1824,CA-2017-168956,OFF-PA-10000809,5.184
1825,CA-2017-167507,OFF-BI-10003694,31.32
1826,CA-2017-167507,FUR-FU-10001935,11.84
1827,CA-2017-167507,FUR-FU-10002878,22.784
1828,CA-2017-109344,TEC-PH-10002624,1127.976
1829,US-2016-140851,OFF-PA-10000019,38.88
1830,CA-2015-103373,TEC-PH-10002885,779.796
1831,CA-2018-145884,TEC-PH-10000895,1439.92
1832,CA-2018-145884,FUR-TA-10002356,262.11
1833,CA-2016-131422,FUR-CH-10001270,207.0
1834,CA-2018-162691,TEC-MA-10000488,1439.982
1835,CA-2018-162691,OFF-PA-10003729,36.288
1836,CA-2015-141278,OFF-AR-10003056,21.4
1837,CA-2018-122693,OFF-AP-10002518,1245.86
1838,CA-2015-117345,OFF-LA-10000240,17.544
1839,CA-2015-117345,FUR-FU-10000629,44.128
1840,CA-2015-117345,OFF-AP-10001005,62.92
1841,CA-2015-117345,OFF-PA-10002377,78.304
1842,CA-2017-157763,FUR-CH-10000988,140.81
1843,CA-2016-135391,OFF-LA-10001074,40.096
1844,CA-2016-135391,FUR-FU-10001986,40.784
1845,US-2018-113852,TEC-AC-10003027,90.57
1846,US-2018-158512,OFF-PA-10001804,40.08
1847,US-2018-158512,FUR-FU-10004973,37.68
1848,CA-2018-128370,FUR-CH-10002602,362.352
1849,CA-2018-128370,OFF-BI-10004140,7.184
1850,CA-2016-160472,OFF-ST-10000464,34.76
1851,CA-2016-160472,TEC-AC-10002253,831.2
1852,CA-2016-160472,OFF-PA-10000528,26.4
1853,CA-2016-160472,OFF-EN-10000483,106.75
1854,CA-2016-160472,OFF-PA-10003129,97.82
1855,CA-2016-160472,OFF-ST-10003442,141.4
1856,CA-2015-114643,OFF-AR-10003631,14.52
1857,US-2018-158218,OFF-ST-10000563,127.92
1858,US-2018-158218,OFF-BI-10002133,34.24
1859,CA-2016-121608,OFF-AP-10002311,137.62
1860,CA-2016-121608,TEC-PH-10004959,100.49
1861,US-2018-121251,FUR-BO-10001918,257.568
1862,US-2018-121251,TEC-PH-10004896,119.96
1863,CA-2015-151078,OFF-ST-10001328,49.632
1864,US-2017-100839,FUR-TA-10004575,727.45
1865,US-2017-100839,FUR-FU-10001617,24.96
1866,US-2018-116659,TEC-PH-10002824,370.782
1867,CA-2018-118857,FUR-FU-10004460,196.45
1868,CA-2016-127110,OFF-PA-10003309,31.104
