Product_ID,Sub_Category_ID,Product_Name,Product ID_x,Product_Total_Sales,Product ID_y,Product_Order_Count
OFF-EN-10001335,13,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",OFF-EN-10001335,336.952,OFF-EN-10001335,6
FUR-CH-10000595,2,Safco Contoured Stacking Chairs,FUR-CH-10000595,4982.5599999999995,FUR-CH-10000595,7
FUR-FU-10000448,6,Tenex Chairmats For Use With Carpeted Floors,FUR-FU-10000448,175.78,FUR-FU-10000448,4
TEC-PH-10000984,8,Panasonic KX-TG9471B,TEC-PH-10000984,4978.146000000001,TEC-PH-10000984,7
OFF-ST-10001325,5,Sterilite Officeware Hinged File Box,OFF-ST-10001325,345.84000000000003,OFF-ST-10001325,11
OFF-BI-10002429,9,"Premier Elliptical Ring Binder, Black",OFF-BI-10002429,508.348,OFF-BI-10002429,8
OFF-BI-10004528,9,Cardinal Poly Pocket Divider Pockets for Ring Binders,OFF-BI-10004528,40.32,OFF-BI-10004528,4
OFF-AP-10001271,10,Eureka The Boss Cordless Rechargeable Stick Vac,OFF-AP-10001271,948.228,OFF-AP-10001271,6
FUR-CH-10002647,2,"Situations Contoured Folding Chairs, 4/Set",FUR-CH-10002647,3641.274,FUR-CH-10002647,15
TEC-AC-10001432,12,Enermax Aurora Lite Keyboard,TEC-AC-10001432,1641.1499999999999,TEC-AC-10001432,5
TEC-PH-10002262,8,LG Electronics Tone+ HBS-730 Bluetooth Headset,TEC-PH-10002262,499.88399999999996,TEC-PH-10002262,2
TEC-AC-10001465,12,SanDisk Cruzer 64 GB USB Flash Drive,TEC-AC-10001465,1184.032,TEC-AC-10001465,9
TEC-PH-10002597,8,Xblue XB-1670-86 X16 Small Office Telephone - Titanium,TEC-PH-10002597,604.752,TEC-PH-10002597,2
FUR-FU-10000723,6,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",FUR-FU-10000723,1115.6399999999999,FUR-FU-10000723,9
OFF-BI-10000404,9,Avery Printable Repositionable Plastic Tabs,OFF-BI-10000404,115.24000000000001,OFF-BI-10000404,6
OFF-PA-10002986,11,Xerox 1898,OFF-PA-10002986,280.56,OFF-PA-10002986,11
OFF-SU-10001935,15,Staple remover,OFF-SU-10001935,29.648000000000003,OFF-SU-10001935,6
FUR-CH-10002024,2,HON 5400 Series Task Chairs for Big and Tall,FUR-CH-10002024,21870.576,FUR-CH-10002024,8
FUR-FU-10003039,6,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",FUR-FU-10003039,500.308,FUR-FU-10003039,6
OFF-FA-10004248,14,Advantus T-Pin Paper Clips,OFF-FA-10004248,64.042,OFF-FA-10004248,5
OFF-ST-10001780,5,Tennsco 16-Compartment Lockers with Coat Rack,OFF-ST-10001780,7515.523999999999,OFF-ST-10001780,5
OFF-AR-10003560,7,Zebra Zazzle Fluorescent Highlighters,OFF-AR-10003560,100.928,OFF-AR-10003560,6
OFF-LA-10001297,3,Avery 473,OFF-LA-10001297,248.4,OFF-LA-10001297,6
FUR-TA-10004256,4,Bretford “Just In Time” Height-Adjustable Multi-Task Work Tables,FUR-TA-10004256,5634.9,FUR-TA-10004256,4
OFF-PA-10003441,11,Xerox 226,OFF-PA-10003441,334.368,OFF-PA-10003441,11
OFF-BI-10000069,9,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",OFF-BI-10000069,433.789,OFF-BI-10000069,7
OFF-AP-10003914,10,"Sanitaire Vibra Groomer IR Commercial Upright Vacuum, Replacement Belts",OFF-AP-10003914,13.0,OFF-AP-10003914,1
FUR-FU-10004020,6,Advantus Panel Wall Acrylic Frame,FUR-FU-10004020,87.52,FUR-FU-10004020,5
OFF-FA-10003467,14,"Alliance Big Bands Rubber Bands, 12/Pack",OFF-FA-10003467,9.9,OFF-FA-10003467,2
TEC-PH-10002496,8,Cisco SPA301,TEC-PH-10002496,3930.9480000000003,TEC-PH-10002496,8
OFF-PA-10004530,11,Personal Creations Ink Jet Cards and Labels,OFF-PA-10004530,321.44,OFF-PA-10004530,4
OFF-BI-10001107,9,"GBC White Gloss Covers, Plain Front",OFF-BI-10001107,269.328,OFF-BI-10001107,7
OFF-PA-10004451,11,Xerox 222,OFF-PA-10004451,134.784,OFF-PA-10004451,7
FUR-CH-10004997,2,Hon Every-Day Series Multi-Task Chairs,FUR-CH-10004997,6748.482,FUR-CH-10004997,10
TEC-PH-10000347,8,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,TEC-PH-10000347,65.34,TEC-PH-10000347,6
OFF-AR-10003394,7,Newell 332,OFF-AR-10003394,67.032,OFF-AR-10003394,5
OFF-PA-10001450,11,Rediform S.O.S. Phone Message Books,OFF-PA-10001450,19.92,OFF-PA-10001450,1
OFF-SU-10001574,15,Acme Value Line Scissors,OFF-SU-10001574,69.35,OFF-SU-10001574,9
FUR-FU-10001475,6,"Contract Clock, 14"", Brown",FUR-FU-10001475,272.552,FUR-FU-10001475,4
OFF-SU-10004498,15,Martin-Yale Premier Letter Opener,OFF-SU-10004498,236.99200000000002,OFF-SU-10004498,7
TEC-PH-10000586,8,AT&T SB67148 SynJ,TEC-PH-10000586,475.128,TEC-PH-10000586,3
OFF-BI-10002764,9,Recycled Pressboard Report Cover with Reinforced Top Hinge,OFF-BI-10002764,69.768,OFF-BI-10002764,8
OFF-LA-10003930,3,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",OFF-LA-10003930,3322.878,OFF-LA-10003930,8
TEC-PH-10003800,8,i.Sound Portable Power - 8000 mAh,TEC-PH-10003800,413.322,TEC-PH-10003800,5
OFF-PA-10002005,11,Xerox 225,OFF-PA-10002005,196.99200000000002,OFF-PA-10002005,9
OFF-PA-10004101,11,Xerox 1894,OFF-PA-10004101,169.776,OFF-PA-10004101,5
OFF-AR-10004078,7,Newell 312,OFF-AR-10004078,234.768,OFF-AR-10004078,11
OFF-AP-10004708,10,Fellowes Superior 10 Outlet Split Surge Protector,OFF-AP-10004708,867.768,OFF-AP-10004708,9
FUR-FU-10001979,6,Dana Halogen Swing-Arm Architect Lamp,FUR-FU-10001979,1114.384,FUR-FU-10001979,6
OFF-SU-10004115,15,Acme Stainless Steel Office Snips,OFF-SU-10004115,81.424,OFF-SU-10004115,4
TEC-PH-10001425,8,Mophie Juice Pack Helium for iPhone,TEC-PH-10001425,1583.8020000000001,TEC-PH-10001425,6
TEC-PH-10003963,8,GE 2-Jack Phone Line Splitter,TEC-PH-10003963,1771.5140000000001,TEC-PH-10003963,3
OFF-ST-10001490,5,"Hot File 7-Pocket, Floor Stand",OFF-ST-10001490,8138.232,OFF-ST-10001490,13
OFF-PA-10002120,11,Xerox 1889,OFF-PA-10002120,516.624,OFF-PA-10002120,3
OFF-BI-10000848,9,Angle-D Ring Binders,OFF-BI-10000848,39.384,OFF-BI-10000848,6
TEC-PH-10003092,8,Motorola L804,TEC-PH-10003092,607.068,TEC-PH-10003092,6
OFF-LA-10004345,3,Avery 493,OFF-LA-10004345,55.974000000000004,OFF-LA-10004345,4
OFF-PA-10001204,11,Xerox 1972,OFF-PA-10001204,46.464,OFF-PA-10001204,5
TEC-PH-10004667,8,Cisco 8x8 Inc. 6753i IP Business Phone System,TEC-PH-10004667,2645.804,TEC-PH-10004667,6
OFF-BI-10002949,9,Prestige Round Ring Binders,OFF-BI-10002949,85.728,OFF-BI-10002949,8
FUR-FU-10003849,6,"DAX Metal Frame, Desktop, Stepped-Edge",FUR-FU-10003849,161.92,FUR-FU-10003849,5
FUR-FU-10000010,6,"DAX Value U-Channel Document Frames, Easel Back",FUR-FU-10000010,161.028,FUR-FU-10000010,9
OFF-BI-10002824,9,Recycled Easel Ring Binders,OFF-BI-10002824,308.844,OFF-BI-10002824,9
TEC-PH-10002538,8,Grandstream GXP1160 VoIP phone,TEC-PH-10002538,803.692,TEC-PH-10002538,6
OFF-BI-10002103,9,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",OFF-BI-10002103,179.014,OFF-BI-10002103,10
FUR-CH-10004853,2,"Global Manager's Adjustable Task Chair, Storm",FUR-CH-10004853,2959.208,FUR-CH-10004853,6
OFF-AP-10000179,10,Honeywell Enviracaire Portable HEPA Air Cleaner for up to 10 x 16 Room,OFF-AP-10000179,1320.166,OFF-AP-10000179,3
OFF-ST-10001272,5,"Mini 13-1/2 Capacity Data Binder Rack, Pearl",OFF-ST-10001272,1465.7440000000001,OFF-ST-10001272,5
FUR-FU-10000221,6,"Master Caster Door Stop, Brown",FUR-FU-10000221,176.784,FUR-FU-10000221,9
OFF-AP-10001563,10,Belkin Premiere Surge Master II 8-outlet surge protector,OFF-AP-10001563,952.168,OFF-AP-10001563,7
OFF-BI-10000605,9,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",OFF-BI-10000605,91.44,OFF-BI-10000605,9
OFF-ST-10001963,5,Tennsco Regal Shelving Units,OFF-ST-10001963,1764.534,OFF-ST-10001963,4
TEC-AC-10001267,12,Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...,TEC-AC-10001267,467.21999999999997,TEC-AC-10001267,5
TEC-PH-10002103,8,Jabra SPEAK 410,TEC-PH-10002103,3158.064,TEC-PH-10002103,9
TEC-AC-10002857,12,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 1/Pack",TEC-AC-10002857,83.44,TEC-AC-10002857,3
FUR-CH-10001482,2,Office Star - Mesh Screen back chair with Vinyl seat,FUR-CH-10001482,2200.464,FUR-CH-10001482,7
OFF-BI-10001989,9,Premium Transparent Presentation Covers by GBC,OFF-BI-10001989,753.182,OFF-BI-10001989,10
OFF-AP-10003287,10,Tripp Lite TLP810NET Broadband Surge for Modem/Fax,OFF-AP-10003287,784.938,OFF-AP-10003287,5
OFF-BI-10004728,9,Wilson Jones Turn Tabs Binder Tool for Ring Binders,OFF-BI-10004728,200.512,OFF-BI-10004728,12
FUR-FU-10000732,6,Eldon 200 Class Desk Accessories,FUR-FU-10000732,120.576,FUR-FU-10000732,6
OFF-ST-10000585,5,Economy Rollaway Files,OFF-ST-10000585,3138.8,OFF-ST-10000585,7
OFF-LA-10002787,3,Avery 480,OFF-LA-10002787,89.25,OFF-LA-10002787,6
OFF-PA-10001934,11,Xerox 1993,OFF-PA-10001934,147.744,OFF-PA-10001934,8
OFF-AP-10002457,10,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",OFF-AP-10002457,1674.4,OFF-AP-10002457,6
OFF-FA-10003112,14,Staples,OFF-FA-10003112,146.754,OFF-FA-10003112,7
OFF-AP-10002350,10,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,OFF-AP-10002350,516.216,OFF-AP-10002350,8
TEC-AC-10001142,12,First Data FD10 PIN Pad,TEC-AC-10001142,1722.2,TEC-AC-10001142,5
TEC-AC-10001101,12,Sony 16GB Class 10 Micro SDHC R40 Memory Card,TEC-AC-10001101,190.772,TEC-AC-10001101,4
OFF-AP-10002439,10,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,OFF-AP-10002439,823.2520000000001,OFF-AP-10002439,3
OFF-BI-10002827,9,Avery Durable Poly Binders,OFF-BI-10002827,82.95,OFF-BI-10002827,6
OFF-EN-10002230,13,Airmail Envelopes,OFF-EN-10002230,1359.6660000000002,OFF-EN-10002230,6
OFF-ST-10001511,5,Space Solutions Commercial Steel Shelving,OFF-ST-10001511,1823.13,OFF-ST-10001511,6
OFF-SU-10004231,15,Acme Tagit Stainless Steel Antibacterial Scissors,OFF-SU-10004231,196.01999999999998,OFF-SU-10004231,6
TEC-PH-10004042,8,ClearOne Communications CHAT 70 OC Speaker Phone,TEC-PH-10004042,1685.294,TEC-PH-10004042,4
FUR-FU-10003096,6,"Master Giant Foot Doorstop, Safety Yellow",FUR-FU-10003096,83.49,FUR-FU-10003096,3
FUR-FU-10002759,6,12-1/2 Diameter Round Wall Clock,FUR-FU-10002759,551.448,FUR-FU-10002759,8
FUR-TA-10000688,4,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",FUR-TA-10000688,3354.89,FUR-TA-10000688,6
OFF-PA-10002377,11,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",OFF-PA-10002377,1004.652,OFF-PA-10002377,14
OFF-AR-10001954,7,Newell 331,OFF-AR-10001954,75.306,OFF-AR-10001954,4
OFF-AP-10004532,10,Kensington 6 Outlet Guardian Standard Surge Protector,OFF-AP-10004532,409.6,OFF-AP-10004532,6
OFF-PA-10002137,11,"Southworth 100% Résumé Paper, 24lb.",OFF-PA-10002137,262.964,OFF-PA-10002137,7
OFF-AP-10000804,10,Hoover Portapower Portable Vacuum,OFF-AP-10000804,61.824,OFF-AP-10000804,4
TEC-AC-10003614,12,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 10/Pack",TEC-AC-10003614,150.67000000000002,TEC-AC-10003614,5
FUR-FU-10003553,6,"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock",FUR-FU-10003553,949.026,FUR-FU-10003553,5
OFF-BI-10004632,9,Ibico Hi-Tech Manual Binding System,OFF-BI-10004632,5535.593,OFF-BI-10004632,14
OFF-BI-10003305,9,Avery Hanging File Binders,OFF-BI-10003305,105.846,OFF-BI-10003305,6
OFF-ST-10002583,5,Fellowes Neat Ideas Storage Cubes,OFF-ST-10002583,480.70399999999995,OFF-ST-10002583,7
TEC-MA-10004125,16,Cubify CubeX 3D Printer Triple Head Print,TEC-MA-10004125,7999.98,TEC-MA-10004125,1
OFF-LA-10001934,3,Avery 516,OFF-LA-10001934,109.64999999999999,OFF-LA-10001934,4
FUR-BO-10004015,1,"Bush Andora Bookcase, Maple/Graphite Gray Finish",FUR-BO-10004015,3317.7235,FUR-BO-10004015,9
FUR-FU-10004071,6,Luxo Professional Magnifying Clamp-On Fluorescent Lamps,FUR-FU-10004071,1268.922,FUR-FU-10004071,4
OFF-ST-10002444,5,Recycled Eldon Regeneration Jumbo File,OFF-ST-10002444,235.77599999999998,OFF-ST-10002444,6
TEC-AC-10002253,12,Imation Bio 8GB USB Flash Drive Imation Corp,TEC-AC-10002253,2659.84,TEC-AC-10002253,4
OFF-PA-10000743,11,Xerox 1977,OFF-PA-10000743,117.568,OFF-PA-10000743,5
OFF-LA-10002312,3,Avery 490,OFF-LA-10002312,177.6,OFF-LA-10002312,5
OFF-LA-10003510,3,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",OFF-LA-10003510,1233.412,OFF-LA-10003510,11
OFF-AR-10001118,7,"Binney & Smith Crayola Metallic Crayons, 16-Color Pack",OFF-AR-10001118,16.176000000000002,OFF-AR-10001118,2
OFF-BI-10001575,9,GBC Linen Binding Covers,OFF-BI-10001575,207.566,OFF-BI-10001575,6
FUR-FU-10003394,6,"Tenex ""The Solids"" Textured Chair Mats",FUR-FU-10003394,1469.1599999999999,FUR-FU-10003394,7
FUR-TA-10002774,4,Laminate Occasional Tables,FUR-TA-10002774,2096.168,FUR-TA-10002774,3
OFF-PA-10001800,11,Xerox 220,OFF-PA-10001800,145.15200000000002,OFF-PA-10001800,8
OFF-AP-10001469,10,Fellowes 8 Outlet Superior Workstation Surge Protector,OFF-AP-10001469,759.1220000000001,OFF-AP-10001469,5
FUR-BO-10003272,1,O'Sullivan Living Dimensions 5-Shelf Bookcases,FUR-BO-10003272,3420.7704,FUR-BO-10003272,6
OFF-EN-10001219,13,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",OFF-EN-10001219,146.688,OFF-EN-10001219,8
OFF-AP-10001154,10,Bionaire Personal Warm Mist Humidifier/Vaporizer,OFF-AP-10001154,515.79,OFF-AP-10001154,3
TEC-AC-10001606,12,Logitech Wireless Performance Mouse MX for PC and Mac,TEC-AC-10001606,1799.82,TEC-AC-10001606,7
OFF-BI-10003355,9,Cardinal Holdit Business Card Pockets,OFF-BI-10003355,87.648,OFF-BI-10003355,8
FUR-FU-10002253,6,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",FUR-FU-10002253,764.332,FUR-FU-10002253,5
OFF-PA-10004092,11,Tops Green Bar Computer Printout Paper,OFF-PA-10004092,342.58,OFF-PA-10004092,3
FUR-TA-10000198,4,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,FUR-TA-10000198,9587.052,FUR-TA-10000198,4
OFF-ST-10000036,5,"Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16",OFF-ST-10000036,1620.156,OFF-ST-10000036,5
FUR-FU-10000222,6,"Seth Thomas 16"" Steel Case Clock",FUR-FU-10000222,441.72799999999995,FUR-FU-10000222,5
OFF-SU-10004664,15,Acme Softgrip Scissors,OFF-SU-10004664,166.056,OFF-SU-10004664,4
OFF-EN-10001141,13,"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9""",OFF-EN-10001141,125.172,OFF-EN-10001141,4
TEC-PH-10002170,8,ClearSounds CSC500 Amplified Spirit Phone Corded phone,TEC-PH-10002170,1119.84,TEC-PH-10002170,6
OFF-PA-10001954,11,Xerox 1964,OFF-PA-10001954,721.7439999999999,OFF-PA-10001954,4
FUR-TA-10002228,4,"Bevis Traditional Conference Table Top, Plinth Base",FUR-TA-10002228,2033.496,FUR-TA-10002228,3
OFF-ST-10004634,5,"Personal Folder Holder, Ebony",OFF-ST-10004634,145.73000000000002,OFF-ST-10004634,6
TEC-AC-10003610,12,Logitech Illuminated - Keyboard,TEC-AC-10003610,1139.81,TEC-AC-10003610,6
FUR-BO-10001619,1,O'Sullivan Cherrywood Estates Traditional Bookcase,FUR-BO-10001619,424.90000000000003,FUR-BO-10001619,2
OFF-BI-10000138,9,Acco Translucent Poly Ring Binders,OFF-BI-10000138,77.68799999999999,OFF-BI-10000138,7
TEC-AC-10001383,12,Logitech Wireless Touch Keyboard K400,TEC-AC-10001383,364.854,TEC-AC-10001383,3
OFF-LA-10003223,3,Avery 508,OFF-LA-10003223,87.398,OFF-LA-10003223,6
OFF-BI-10004094,9,GBC Standard Plastic Binding Systems Combs,OFF-BI-10004094,55.755,OFF-BI-10004094,5
OFF-PA-10004971,11,Xerox 196,OFF-PA-10004971,92.47999999999999,OFF-PA-10004971,8
OFF-SU-10004261,15,"Fiskars 8"" Scissors, 2/Pack",OFF-SU-10004261,217.224,OFF-SU-10004261,4
TEC-PH-10000004,8,Belkin iPhone and iPad Lightning Cable,TEC-PH-10000004,83.944,TEC-PH-10000004,2
OFF-BI-10003638,9,GBC Durable Plastic Covers,OFF-BI-10003638,323.145,OFF-BI-10003638,7
FUR-FU-10003577,6,Nu-Dell Leatherette Frames,FUR-FU-10003577,246.64800000000002,FUR-FU-10003577,3
OFF-BI-10000546,9,Avery Durable Binders,OFF-BI-10000546,87.264,OFF-BI-10000546,12
TEC-CO-10002095,17,Hewlett Packard 610 Color Digital Copier / Printer,TEC-CO-10002095,8899.822,TEC-CO-10002095,7
FUR-TA-10001095,4,Chromcraft Round Conference Tables,FUR-TA-10001095,8209.059,FUR-TA-10001095,13
OFF-LA-10004484,3,Avery 476,OFF-LA-10004484,120.596,OFF-LA-10004484,9
OFF-EN-10001532,13,Brown Kraft Recycled Envelopes,OFF-EN-10001532,244.512,OFF-EN-10001532,5
TEC-AC-10003174,12,Plantronics S12 Corded Telephone Headset System,TEC-AC-10003174,2242.032,TEC-AC-10003174,6
OFF-BI-10004187,9,3-ring staple pack,OFF-BI-10004187,42.111999999999995,OFF-BI-10004187,6
OFF-ST-10000025,5,Fellowes Stor/Drawer Steel Plus Storage Drawers,OFF-ST-10000025,3397.308,OFF-ST-10000025,8
FUR-FU-10004306,6,Electrix Halogen Magnifier Lamp,FUR-FU-10004306,2292.74,FUR-FU-10004306,5
FUR-CH-10003746,2,Hon 4070 Series Pagoda Round Back Stacking Chairs,FUR-CH-10003746,3980.152,FUR-CH-10003746,6
OFF-BI-10001036,9,Cardinal EasyOpen D-Ring Binders,OFF-BI-10001036,209.30599999999998,OFF-BI-10001036,8
OFF-BI-10000301,9,GBC Instant Report Kit,OFF-BI-10000301,164.985,OFF-BI-10000301,13
OFF-AR-10004648,7,Boston 19500 Mighty Mite Electric Pencil Sharpener,OFF-AR-10004648,342.55,OFF-AR-10004648,4
FUR-FU-10002597,6,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",FUR-FU-10002597,136.344,FUR-FU-10002597,7
OFF-AR-10003405,7,"Dixon My First Ticonderoga Pencil, #2",OFF-AR-10003405,95.94,OFF-AR-10003405,4
FUR-CH-10002335,2,Hon GuestStacker Chair,FUR-CH-10002335,6936.102,FUR-CH-10002335,9
OFF-PA-10003657,11,Xerox 1927,OFF-PA-10003657,65.056,OFF-PA-10003657,5
FUR-BO-10004409,1,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",FUR-BO-10004409,858.858,FUR-BO-10004409,6
TEC-AC-10000057,12,Microsoft Natural Ergonomic Keyboard 4000,TEC-AC-10000057,557.814,TEC-AC-10000057,5
OFF-EN-10000056,13,Cameo Buff Policy Envelopes,OFF-EN-10000056,1456.182,OFF-EN-10000056,7
OFF-BI-10000014,9,Heavy-Duty E-Z-D Binders,OFF-BI-10000014,176.74200000000002,OFF-BI-10000014,8
FUR-CH-10004675,2,"Lifetime Advantage Folding Chairs, 4/Carton",FUR-CH-10004675,5212.112,FUR-CH-10004675,7
OFF-BI-10001132,9,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""",OFF-BI-10001132,62.946,OFF-BI-10001132,4
FUR-CH-10003199,2,Office Star - Contemporary Task Swivel Chair,FUR-CH-10003199,1842.268,FUR-CH-10003199,6
TEC-PH-10001530,8,Cisco Unified IP Phone 7945G VoIP phone,TEC-PH-10001530,8111.136,TEC-PH-10001530,9
OFF-LA-10001569,3,Avery 499,OFF-LA-10001569,176.292,OFF-LA-10001569,11
OFF-PA-10000176,11,Xerox 1887,OFF-PA-10000176,417.34,OFF-PA-10000176,7
OFF-LA-10002271,3,Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set,OFF-LA-10002271,48.048,OFF-LA-10002271,5
FUR-FU-10004090,6,"Executive Impressions 14"" Contract Wall Clock",FUR-FU-10004090,346.788,FUR-FU-10004090,7
OFF-AP-10000576,10,Belkin 7 Outlet SurgeMaster II,OFF-AP-10000576,2010.852,OFF-AP-10000576,7
OFF-PA-10003953,11,Xerox 218,OFF-PA-10003953,49.248000000000005,OFF-PA-10003953,5
FUR-FU-10000794,6,"Eldon Stackable Tray, Side-Load, Legal, Smoke",FUR-FU-10000794,155.38,FUR-FU-10000794,5
OFF-AR-10001897,7,Model L Table or Wall-Mount Pencil Sharpener,OFF-AR-10001897,402.976,OFF-AR-10001897,5
TEC-PH-10001795,8,ClearOne CHATAttach 160 - speaker phone,TEC-PH-10001795,6935.862,TEC-PH-10001795,5
TEC-AC-10004901,12,Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver,TEC-AC-10004901,549.89,TEC-AC-10004901,4
OFF-AR-10003190,7,Newell 32,OFF-AR-10003190,47.232,OFF-AR-10003190,6
OFF-AP-10000240,10,Belkin F9G930V10-GRY 9 Outlet Surge,OFF-AP-10000240,770.112,OFF-AP-10000240,5
TEC-AC-10001838,12,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,TEC-AC-10001838,5119.744000000001,TEC-AC-10001838,7
OFF-PA-10003651,11,Xerox 1968,OFF-PA-10003651,165.664,OFF-PA-10003651,5
OFF-BI-10003094,9,Self-Adhesive Ring Binder Labels,OFF-BI-10003094,22.88,OFF-BI-10003094,4
FUR-CH-10001394,2,Global Leather Executive Chair,FUR-CH-10001394,5861.532999999999,FUR-CH-10001394,7
OFF-BI-10004230,9,GBC Recycled Grain Textured Covers,OFF-BI-10004230,466.29,OFF-BI-10004230,5
OFF-PA-10003395,11,Xerox 1941,OFF-PA-10003395,1740.51,OFF-PA-10003395,5
TEC-AC-10002402,12,Razer Kraken PRO Over Ear PC and Music Headset,TEC-AC-10002402,2159.73,TEC-AC-10002402,8
TEC-AC-10003441,12,Kingston Digital DataTraveler 32GB USB 2.0,TEC-AC-10003441,355.95,TEC-AC-10003441,7
OFF-FA-10002280,14,Advantus Plastic Paper Clips,OFF-FA-10002280,225.0,OFF-FA-10002280,10
OFF-SU-10000381,15,Acme Forged Steel Scissors with Black Enamel Handles,OFF-SU-10000381,279.3,OFF-SU-10000381,8
OFF-EN-10004459,13,Security-Tint Envelopes,OFF-EN-10004459,163.496,OFF-EN-10004459,9
FUR-CH-10000665,2,"Global Airflow Leather Mesh Back Chair, Black",FUR-CH-10000665,3472.54,FUR-CH-10000665,8
OFF-AP-10003884,10,"Fellowes Smart Surge Ten-Outlet Protector, Platinum",OFF-AP-10003884,180.66,OFF-AP-10003884,1
TEC-PH-10001557,8,Pyle PMP37LED,TEC-PH-10001557,3590.026,TEC-PH-10001557,10
TEC-PH-10002085,8,Clarity 53712,TEC-PH-10002085,752.2860000000001,TEC-PH-10002085,4
OFF-AR-10002956,7,Boston 16801 Nautilus Battery Pencil Sharpener,OFF-AR-10002956,444.60200000000003,OFF-AR-10002956,6
OFF-AP-10003266,10,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",OFF-AP-10003266,151.062,OFF-AP-10003266,4
TEC-MA-10004002,16,Zebra GX420t Direct Thermal/Thermal Transfer Printer,TEC-MA-10004002,5787.355,TEC-MA-10004002,3
OFF-BI-10001071,9,GBC ProClick Punch Binding System,OFF-BI-10001071,1573.908,OFF-BI-10001071,7
OFF-PA-10001560,11,"Adams Telephone Message Books, 5 1/4” x 11”",OFF-PA-10001560,80.936,OFF-PA-10001560,5
OFF-AR-10002578,7,Newell 335,OFF-AR-10002578,34.56,OFF-AR-10002578,4
FUR-BO-10001519,1,O'Sullivan 3-Shelf Heavy-Duty Bookcases,FUR-BO-10001519,1119.195,FUR-BO-10001519,5
OFF-BI-10001294,9,Fellowes Binding Cases,OFF-BI-10001294,271.44,OFF-BI-10001294,5
OFF-BI-10001636,9,Ibico Plastic and Wire Spiral Binding Combs,OFF-BI-10001636,208.221,OFF-BI-10001636,9
OFF-SU-10002503,15,Acme Preferred Stainless Steel Scissors,OFF-SU-10002503,90.88,OFF-SU-10002503,4
OFF-LA-10004093,3,Avery 486,OFF-LA-10004093,168.13,OFF-LA-10004093,9
FUR-FU-10003878,6,"Linden 10"" Round Wall Clock, Black",FUR-FU-10003878,253.648,FUR-FU-10003878,6
TEC-AC-10000710,12,Maxell DVD-RAM Discs,TEC-AC-10000710,296.64,TEC-AC-10000710,3
OFF-AR-10002335,7,DIXON Oriole Pencils,OFF-AR-10002335,44.891999999999996,OFF-AR-10002335,6
OFF-PA-10001870,11,Xerox 202,OFF-PA-10001870,171.072,OFF-PA-10001870,8
OFF-PA-10001019,11,Xerox 1884,OFF-PA-10001019,543.456,OFF-PA-10001019,8
OFF-SU-10002537,15,Acme Box Cutter Scissors,OFF-SU-10002537,255.75,OFF-SU-10002537,5
OFF-ST-10003221,5,Staple magnet,OFF-ST-10003221,53.4,OFF-ST-10003221,3
OFF-AR-10003752,7,Deluxe Chalkboard Eraser Cleaner,OFF-AR-10003752,182.49,OFF-AR-10003752,5
TEC-AC-10001714,12,Logitech MX Performance Wireless Mouse,TEC-AC-10001714,749.932,TEC-AC-10001714,6
OFF-AR-10003958,7,Newell 337,OFF-AR-10003958,10.496,OFF-AR-10003958,2
TEC-PH-10002923,8,"Logitech B530 USB Headset - headset - Full size, Binaural",TEC-PH-10002923,739.8,TEC-PH-10002923,10
OFF-LA-10004272,3,Avery 482,OFF-LA-10004272,11.56,OFF-LA-10004272,2
